URL,status,indexabilidade,title,description,H1,canonical,schema_types,links_internos,profundidade,imagens,problemas
"/controleIntegradoDePragas.html","200 (estático)","sem noindex (indexável)","Controle Integrado de Pragas em Franca | Bioforte","Controle Integrado de Pragas Urbanas com ações preventivas e corretivas para indústrias, empresas e residências. Equipe certificada da Bioforte. Solicite um orçamento.","Controle Integrado de Pragas","https://biofortecombr.vercel.app/controleIntegradoDePragas.html","Organization|LocalBusiness|PostalAddress|Service|ServiceChannel|BreadcrumbList|ListItem|WebPage","39","1","15","img sem width/height: 15"
"/controlePombos.html","200 (estático)","sem noindex (indexável)","Controle de Pombos em Franca e Ribeirão Preto | Bioforte","Controle e afastamento de pombos de forma segura e humanitária, prevenindo doenças e sujeiras. Serviço profissional da Bioforte. Solicite um orçamento.","Controle de Pombos","https://biofortecombr.vercel.app/controlePombos.html","Organization|LocalBusiness|PostalAddress|Service|ServiceChannel|BreadcrumbList|ListItem|WebPage","39","1","15","img sem width/height: 15"
"/cupim-madeira-seca.html","200 (estático)","sem noindex (indexável)","Cupim de Madeira Seca: Sinais, Prevenção e Descupinização | Bioforte","O cupim de madeira seca pode destruir móveis e estruturas silenciosamente. Saiba identificar os sinais e conte com a descupinização profissional da Bioforte.","Cupim de Madeira Seca","https://biofortecombr.vercel.app/cupim-madeira-seca.html","Organization|LocalBusiness|PostalAddress|Service|Offer|BreadcrumbList|ListItem|FAQPage|Question|Answer","39","1","9","title longo; img sem width/height: 9"
"/depoimentoClientes.html","200 (estático)","sem noindex (indexável)","Depoimentos de Clientes | Bioforte","Veja depoimentos e avaliações reais de clientes atendidos pela Bioforte em Franca, Ribeirão Preto e região. Qualidade comprovada em controle de pragas.","Depoimentos Clientes","https://biofortecombr.vercel.app/depoimentoClientes.html","Organization|LocalBusiness|PostalAddress|BreadcrumbList|ListItem","39","1","18","img sem width/height: 18"
"/descupinizacao.html","200 (estático)","sem noindex (indexável)","Descupinização em Franca e Ribeirão Preto | Bioforte","Descupinização para eliminar cupins de madeira seca e subterrâneos, protegendo móveis e imóveis. Serviço especializado da Bioforte. Peça um orçamento.","Descupinização","https://biofortecombr.vercel.app/descupinizacao.html","Organization|LocalBusiness|PostalAddress|Service|ServiceChannel|BreadcrumbList|ListItem|WebPage","39","1","15","img sem width/height: 15"
"/desinsetizacao.html","200 (estático)","sem noindex (indexável)","Desinsetização em Franca SP | Bioforte","Serviço profissional de desinsetização (dedetização) para eliminar baratas, formigas, aranhas e outras pragas urbanas. Equipe qualificada da Bioforte. Peça um orçamento.","Desinsetização","https://biofortecombr.vercel.app/desinsetizacao.html","Organization|LocalBusiness|PostalAddress|Service|ServiceChannel|BreadcrumbList|ListItem|WebPage","39","1","15","img sem width/height: 15"
"/desratizacao.html","200 (estático)","sem noindex (indexável)","Desratização em Franca e Ribeirão Preto | Bioforte","Desratização para eliminar ratos, camundongos e ratazanas em residências e empresas. Controle de roedores com segurança pela Bioforte. Solicite um orçamento.","Desratização","https://biofortecombr.vercel.app/desratizacao.html","Organization|LocalBusiness|PostalAddress|Service|ServiceChannel|BreadcrumbList|ListItem|WebPage","39","1","15","img sem width/height: 15"
"/dicas.html","200 (estático)","sem noindex (indexável)","Dicas e Guias de Prevenção de Pragas | Bioforte","Biblioteca de dicas e guias de prevenção de pragas urbanas: baratas, ratos, cupins, escorpiões, formigas e muito mais. Bioforte, 30 anos de experiência.","Dicas e Guias de Prevenção","https://biofortecombr.vercel.app/dicas.html","Organization|Article|WebPage|BreadcrumbList|ListItem","61","1","8","img sem width/height: 8"
"/duvidasFrequentes.html","200 (estático)","sem noindex (indexável)","Dúvidas Frequentes | Bioforte","Tire suas dúvidas sobre dedetização, desratização, descupinização e controle de pragas com as respostas da equipe Bioforte.","Dúvidas Frequentes sobre Controle de Pragas","https://biofortecombr.vercel.app/duvidasFrequentes.html","Organization|LocalBusiness|PostalAddress|BreadcrumbList|ListItem|FAQPage|Question|Answer","39","1","8","img sem width/height: 8"
"/emConstrucao.html","200 (estático)","noindex, follow","Página em Construção | Bioforte","Esta página está em construção. Em breve a Bioforte disponibilizará novos conteúdos sobre controle de pragas e saneamento ambiental.","Estamos em Construção","https://biofortecombr.vercel.app/emConstrucao.html","Organization|LocalBusiness|PostalAddress|BreadcrumbList|ListItem","2","1","0","noindex na página pública"
"/escorpiao.html","200 (estático)","sem noindex (indexável)","Controle de Escorpiões em Franca, Ribeirão Preto, Uberaba e Guarapuava | Bioforte","Escorpiões representam risco à saúde, principalmente o escorpião-amarelo. Saiba como prevenir e solicite o controle profissional de escorpiões da Bioforte, com equipe certificada.","Escorpiões","https://biofortecombr.vercel.app/escorpiao.html","Organization|LocalBusiness|PostalAddress|Service|Offer|BreadcrumbList|ListItem|FAQPage|Question|Answer","39","1","9","title longo; img sem width/height: 9"
"/footer.html","200 (estático)","noindex, follow","Bioforte | Template Rodapé","Template interno do rodapé do site Bioforte.","","https://biofortecombr.vercel.app/footer.html","Organization|LocalBusiness|PostalAddress|BreadcrumbList|ListItem","2","2","6","noindex na página pública; img sem width/height: 6"
"/formiga-fantasma.html","200 (estático)","sem noindex (indexável)","Formiga Fantasma: Como Eliminar de Residências e Empresas | Bioforte","A formiga fantasma é uma das mais difíceis de controlar. Veja como ela age e conheça o controle profissional de formigas da Bioforte em Franca, Ribeirão Preto, Uberaba e Guarapuava.","Formiga Fantasma","https://biofortecombr.vercel.app/formiga-fantasma.html","Organization|LocalBusiness|PostalAddress|Service|Offer|BreadcrumbList|ListItem|FAQPage|Question|Answer","39","1","9","title longo; img sem width/height: 9"
"/formiga-sauva.html","200 (estático)","sem noindex (indexável)","Formiga Saúva: Controle de Formigueiros no Quintal e na Lavoura | Bioforte","A formiga saúva corta folhas e pode causar grandes prejuízos em quintais, chácaras e lavouras. Conheça o serviço de controle de formigas da Bioforte.","Formiga Saúva","https://biofortecombr.vercel.app/formiga-sauva.html","Organization|LocalBusiness|PostalAddress|Service|Offer|BreadcrumbList|ListItem|FAQPage|Question|Answer","39","1","9","title longo; img sem width/height: 9"
"/galeriaInstagram.html","200 (estático)","sem noindex (indexável)","Galeria de Fotos | Bioforte","Veja fotos dos trabalhos e treinamentos realizados pela Bioforte em Franca, Ribeirão Preto e região: controle de pragas e saneamento ambiental.","Galeria Instagram","https://biofortecombr.vercel.app/galeriaInstagram.html","Organization|LocalBusiness|PostalAddress|BreadcrumbList|ListItem","39","1","8","img sem width/height: 8"
"/google.html","200 (estático)","noindex, follow","Verificação de Domínio | Bioforte","Página de avaliações do Google da Bioforte Controle de Pragas em Franca, Ribeirão Preto e Uberaba.","","https://biofortecombr.vercel.app/google.html","","1","2","0","noindex na página pública"
"/google1d6aab6188bd04a0.html","200 (estático)","sem noindex (indexável)","","","","","","0","1","0","sem description"
"/guia-baratas-escorpioes-guarapuava.html","200 (estático)","sem noindex (indexável)","Baratas e Escorpiões em Guarapuava: Guia de Prevenção no Centro-Sul do Paraná | Bioforte","Baratas e escorpiões são pragas frequentes em Guarapuava e no Centro-Sul do Paraná. Saiba por que elas aparecem e como prevenir com a Bioforte.","Baratas e Escorpiões em Guarapuava: Guia de Prevenção no Cen","https://biofortecombr.vercel.app/guia-baratas-escorpioes-guarapuava.html","Organization|Article|BreadcrumbList|ListItem|FAQPage|Question|Answer","41","1","8","title longo; img sem width/height: 8"
"/guia-como-evitar-escorpioes-em-casa.html","200 (estático)","sem noindex (indexável)","Como Evitar Escorpiões Dentro de Casa: Guia Completo de Prevenção | Bioforte","Guia com as principais medidas para evitar escorpiões dentro de casa: vedação, cuidado com ralos, manejo do quintal e controle de insetos.","Como Evitar Escorpiões Dentro de Casa: Guia Completo de Prev","https://biofortecombr.vercel.app/guia-como-evitar-escorpioes-em-casa.html","Organization|Article|BreadcrumbList|ListItem|FAQPage|Question|Answer","40","1","8","title longo; img sem width/height: 8"
"/guia-como-evitar-mosquitos-em-areas-externas.html","200 (estático)","sem noindex (indexável)","Como Evitar Mosquitos em Áreas Externas | Bioforte","Medidas para reduzir a presença de mosquitos em áreas externas: eliminar criadouros, cuidar do jardim e proteger o ambiente.","Como Evitar Mosquitos em Áreas Externas","https://biofortecombr.vercel.app/guia-como-evitar-mosquitos-em-areas-externas.html","Organization|Article|BreadcrumbList|ListItem|FAQPage|Question|Answer","40","1","8","img sem width/height: 8"
"/guia-como-identificar-escorpioes.html","200 (estático)","sem noindex (indexável)","Como Identificar Escorpiões em Casa | Bioforte","Aprenda a identificar escorpiões em casa, conhecer os locais de risco e saber quando acionar um serviço profissional de dedetização.","Como Identificar Escorpiões em Casa","https://biofortecombr.vercel.app/guia-como-identificar-escorpioes.html","Organization|Article|WebPage|BreadcrumbList|ListItem","39","1","8","img sem width/height: 8"
"/guia-como-preparar-empresa-para-controle-de-pragas.html","200 (estático)","sem noindex (indexável)","Como Preparar uma Empresa para o Controle de Pragas | Bioforte","Aprenda os passos para preparar empresas e indústrias para o controle periódico de pragas: organização, acesso, higiene e orientação de equipe.","Como Preparar uma Empresa para o Controle de Pragas","https://biofortecombr.vercel.app/guia-como-preparar-empresa-para-controle-de-pragas.html","Organization|Article|BreadcrumbList|ListItem|FAQPage|Question|Answer","40","1","8","img sem width/height: 8"
"/guia-como-prevenir-baratas.html","200 (estático)","sem noindex (indexável)","Como Prevenir Baratas em Casa e na Empresa | Bioforte","Aprenda como prevenir a infestação de baratas com dicas práticas de vedação, limpeza e armazenamento, para residências e empresas.","Como Prevenir Baratas em Casa e na Empresa","https://biofortecombr.vercel.app/guia-como-prevenir-baratas.html","Organization|Article|WebPage|BreadcrumbList|ListItem","39","1","8","img sem width/height: 8"
"/guia-controle-de-pragas-em-restaurantes.html","200 (estático)","sem noindex (indexável)","Controle de Pragas em Restaurantes: Guia Preventivo | Bioforte","Guia de controle preventivo de pragas para restaurantes: inspeção, higiene, armazenamento e programa continuado para atender exigências sanitárias.","Controle de Pragas em Restaurantes: Guia Preventivo","https://biofortecombr.vercel.app/guia-controle-de-pragas-em-restaurantes.html","Organization|Article|BreadcrumbList|ListItem|FAQPage|Question|Answer","39","1","8","img sem width/height: 8"
"/guia-controle-de-pragas-franca-regiao.html","200 (estático)","sem noindex (indexável)","Controle de Pragas em Franca e Região: Por Que Contratar uma Dedetizadora Local | Bioforte","Controle de pragas em Franca e região: entenda por que contratar uma dedetizadora local faz diferença no resultado e no atendimento.","Controle de Pragas em Franca e Região: Por Que Contratar uma","https://biofortecombr.vercel.app/guia-controle-de-pragas-franca-regiao.html","Organization|Article|BreadcrumbList|ListItem|FAQPage|Question|Answer","41","1","8","title longo; img sem width/height: 8"
"/guia-controle-de-pragas-uberaba-agro.html","200 (estático)","sem noindex (indexável)","Controle de Pragas para Indústrias e Agronegócio em Uberaba | Bioforte","Controle integrado de pragas para indústrias, agroindústrias e agronegócio em Uberaba e no Triângulo Mineiro: prevenção, monitoramento e segurança sanitária.","Controle de Pragas para Indústrias e Agronegócio em Uberaba","https://biofortecombr.vercel.app/guia-controle-de-pragas-uberaba-agro.html","Organization|Article|BreadcrumbList|ListItem|FAQPage|Question|Answer","41","1","8","title longo; img sem width/height: 8"
"/guia-controle-integrado-de-pragas-completo.html","200 (estático)","sem noindex (indexável)","Controle Integrado de Pragas: Guia Completo | Bioforte","Entenda o que é o controle integrado de pragas (CIP), como funciona na prática e por que ele é indicado para empresas e residências.","Controle Integrado de Pragas: Guia Completo","https://biofortecombr.vercel.app/guia-controle-integrado-de-pragas-completo.html","Organization|Article|BreadcrumbList|ListItem|FAQPage|Question|Answer","40","1","8","img sem width/height: 8"
"/guia-dedetizacao-guarapuava-pr.html","200 (estático)","sem noindex (indexável)","Dedetização em Guarapuava/PR: Guia Completo de Controle de Pragas | Bioforte","Guia completo de dedetização em Guarapuava/PR: quais pragas são comuns, quando contratar, como funciona o serviço e onde solicitar um orçamento com a Bioforte.","Dedetização em Guarapuava/PR: Guia Completo de Controle de P","https://biofortecombr.vercel.app/guia-dedetizacao-guarapuava-pr.html","Organization|Article|BreadcrumbList|ListItem|FAQPage|Question|Answer","41","1","8","title longo; img sem width/height: 8"
"/guia-dedetizacao-preventiva-vale-a-pena.html","200 (estático)","sem noindex (indexável)","Dedetização Preventiva Vale a Pena? | Bioforte","Vantagens do controle preventivo de pragas: evita infestações, reduz custos e protege ambientes residenciais e comerciais.","Dedetização Preventiva Vale a Pena?","https://biofortecombr.vercel.app/guia-dedetizacao-preventiva-vale-a-pena.html","Organization|Article|BreadcrumbList|ListItem|FAQPage|Question|Answer","41","1","8","img sem width/height: 8"
"/guia-frequencia-ideal-controle-preventivo.html","200 (estático)","sem noindex (indexável)","Qual a Frequência Ideal para Controle Preventivo? | Bioforte","Entenda a frequência recomendada para o controle preveativo de pragas em residências, comércios, indústrias e condomínios.","Qual a Frequência Ideal para Controle Preventivo?","https://biofortecombr.vercel.app/guia-frequencia-ideal-controle-preventivo.html","Organization|Article|BreadcrumbList|ListItem|FAQPage|Question|Answer","40","1","8","img sem width/height: 8"
"/guia-por-que-baratas-aparecem-em-casas-limpas.html","200 (estático)","sem noindex (indexável)","Por Que Aparecem Baratas Mesmo em Casas Limpas? | Bioforte","Entenda por que baratas aparecem mesmo em casas limpas e as medidas de prevenção que realmente funcionam contra a praga.","Por Que Aparecem Baratas Mesmo em Casas Limpas?","https://biofortecombr.vercel.app/guia-por-que-baratas-aparecem-em-casas-limpas.html","Organization|Article|BreadcrumbList|ListItem|FAQPage|Question|Answer","40","1","8","img sem width/height: 8"
"/guia-pragas-aumentam-no-verao.html","200 (estático)","sem noindex (indexável)","Pragas Aumentam no Verão? Entenda e Previna | Bioforte","No calor e nas chuvas, pragas como mosquitos, baratas, formigas e escorpiões aparecem mais. Entenda o motivo e como se proteger.","Pragas Aumentam no Verão? Entenda e Previna","https://biofortecombr.vercel.app/guia-pragas-aumentam-no-verao.html","Organization|Article|BreadcrumbList|ListItem|FAQPage|Question|Answer","40","1","8","img sem width/height: 8"
"/guia-prevencao-de-formigas-em-casa.html","200 (estático)","sem noindex (indexável)","Formigas em Casa: Como Prevenir e Eliminar | Bioforte","Dicas para prevenir e eliminar formigas em casa (formiga fantasma, saúva e outras), com foco em vedação, limpeza e controle profissional.","Formigas em Casa: Como Prevenir e Eliminar","https://biofortecombr.vercel.app/guia-prevencao-de-formigas-em-casa.html","Organization|Article|WebPage|BreadcrumbList|ListItem","39","1","8","img sem width/height: 8"
"/guia-problemas-com-pombos.html","200 (estático)","sem noindex (indexável)","Problemas com Pombos: Riscos e Soluções | Bioforte","Pombos podem causar danos e transmitir doenças. Veja os riscos da infestação e as soluções de controle de pombos da Bioforte.","Problemas com Pombos: Riscos e Soluções","https://biofortecombr.vercel.app/guia-problemas-com-pombos.html","Organization|Article|WebPage|BreadcrumbList|ListItem","39","1","8","img sem width/height: 8"
"/guia-proteger-criancas-e-pets-durante-dedetizacao.html","200 (estático)","sem noindex (indexável)","Como Proteger Crianças e Pets Durante uma Dedetização | Bioforte","Cuidados para realizar a dedetização com segurança para crianças e animais de estimação: preparação, orientações e pós-tratamento.","Como Proteger Crianças e Pets Durante uma Dedetização","https://biofortecombr.vercel.app/guia-proteger-criancas-e-pets-durante-dedetizacao.html","Organization|Article|BreadcrumbList|ListItem|FAQPage|Question|Answer","41","1","8","img sem width/height: 8"
"/guia-quando-chamar-dedetizador.html","200 (estático)","sem noindex (indexável)","Quando Chamar um Dedetizador Profissional | Bioforte","Veja os sinais de que a infestação de pragas saiu do controle e quando é o momento certo de contratar um dedetizador profissional.","Quando Chamar um Dedetizador Profissional","https://biofortecombr.vercel.app/guia-quando-chamar-dedetizador.html","Organization|Article|WebPage|BreadcrumbList|ListItem","39","1","8","img sem width/height: 8"
"/guia-quando-fazer-higienizacao-caixa-dagua.html","200 (estático)","sem noindex (indexável)","Higienização de Caixa d'Água: Quando e Por Que Fazer | Bioforte","Aprenda quando fazer a higienização da caixa d'água, por que ela é importante para a saúde e como a Bioforte executa o serviço de forma segura.","Higienização de Caixa d'Água: Quando e Por Que Fazer","https://biofortecombr.vercel.app/guia-quando-fazer-higienizacao-caixa-dagua.html","Organization|Article|WebPage|BreadcrumbList|ListItem","39","1","8","img sem width/height: 8"
"/guia-ratos-em-casa-como-identificar.html","200 (estático)","sem noindex (indexável)","Ratos em Casa: Como Identificar e o que Fazer | Bioforte","Fezes, ruídos noturnos, marca de roedura e cheiro forte são sinais de ratos em casa. Veja como identificar e quando chamar a desratização.","Ratos em Casa: Como Identificar e o que Fazer","https://biofortecombr.vercel.app/guia-ratos-em-casa-como-identificar.html","Organization|Article|WebPage|BreadcrumbList|ListItem","39","1","8","img sem width/height: 8"
"/guia-sinais-de-cupim-em-casa.html","200 (estático)","sem noindex (indexável)","Sinais de Cupim de Madeira Seca: Como Identificar | Bioforte","Saiba identificar os sinais de cupim de madeira seca (serragem, túneis, asas) e como agir rapidamente para proteger sua casa.","Sinais de Cupim de Madeira Seca: Como Identificar","https://biofortecombr.vercel.app/guia-sinais-de-cupim-em-casa.html","Organization|Article|WebPage|BreadcrumbList|ListItem","39","1","8","img sem width/height: 8"
"/header.html","200 (estático)","noindex, follow","Bioforte | Template Cabeçalho","Template interno do cabeçalho do site Bioforte.","Treinamento NR 33","https://biofortecombr.vercel.app/header.html","Organization|LocalBusiness|PostalAddress|BreadcrumbList|ListItem","39","1","17","noindex na página pública; img sem width/height: 17"
"/index.html","200 (estático)","sem noindex (indexável)","Controle de Pragas em Franca e Ribeirão Preto | Bioforte","Dedetização, desinsetização, desratização e controle integrado de pragas em Franca, Ribeirão Preto, Uberaba e Guarapuava. Equipe certificada. Solicite um orçamento.","Soluções em Desratização | Nosso Time","https://biofortecombr.vercel.app/","WebSite|WebPage|Organization|LocalBusiness|PostalAddress","38","0","65","multi H1; img sem width/height: 41"
"/limpezaCaixaDAgua.html","200 (estático)","sem noindex (indexável)","Higienização de Caixa d'Água em Franca SP | Bioforte","Higienização e limpeza de caixa d'água por profissionais treinados, garantindo água potável e segura. Bioforte Saneamento Ambiental. Solicite um orçamento.","Limpeza Caixa D'Água","https://biofortecombr.vercel.app/limpezaCaixaDAgua.html","Organization|LocalBusiness|PostalAddress|Service|ServiceChannel|BreadcrumbList|ListItem|WebPage","39","1","15","img sem width/height: 15"
"/mail-success.html","200 (estático)","noindex, follow","Mensagem Enviada | Bioforte","Sua mensagem foi enviada com sucesso para a equipe Bioforte. Em breve entraremos em contato.","Sucesso no envio","https://biofortecombr.vercel.app/mail-success.html","Organization|LocalBusiness|PostalAddress|BreadcrumbList|ListItem","40","1","2","noindex na página pública; img sem width/height: 2"
"/mosca-domestica.html","200 (estático)","sem noindex (indexável)","Controle de Moscas Domésticas em Residências e Comércios | Bioforte","Moscas domésticas transmitem doenças e contaminam alimentos. Saiba como prevenir e contratar o controle profissional de moscas em Franca, Ribeirão Preto, Uberaba e Guarapuava.","Mosca Doméstica","https://biofortecombr.vercel.app/mosca-domestica.html","Organization|LocalBusiness|PostalAddress|Service|Offer|BreadcrumbList|ListItem|FAQPage|Question|Answer","39","1","9","title longo; img sem width/height: 9"
"/nossoTime.html","200 (estático)","sem noindex (indexável)","Nosso Time | Bioforte Controle de Pragas","Conheça a equipe técnica e administrativa da Bioforte: profissionais certificados e treinados para garantir o melhor resultado no controle de pragas.","Nosso Time","https://biofortecombr.vercel.app/nossoTime.html","Organization|LocalBusiness|PostalAddress|BreadcrumbList|ListItem","39","1","21","img sem width/height: 21"
"/nossosServicos.html","200 (estático)","sem noindex (indexável)","Nossos Serviços | Bioforte","Conheça os serviços da Bioforte: desinsetização, desratização, descupinização, controle de pombos, higienização de caixa d'água e mais.","Nossos Serviços","https://biofortecombr.vercel.app/nossosServicos.html","Organization|LocalBusiness|PostalAddress|BreadcrumbList|ListItem","39","1","24","img sem width/height: 24"
"/oxi-sanitizacao.html","200 (estático)","sem noindex (indexável)","Oxi-Sanitização com Ozônio em Franca | Bioforte","A Oxi-Sanitização com ozônio elimina bactérias, vírus, fungos e ácaros, sanitiza ambientes e neutraliza odores. Serviço da Bioforte. Solicite um orçamento.","Oxi-Sanitização","https://biofortecombr.vercel.app/oxi-sanitizacao.html","Organization|LocalBusiness|PostalAddress|Service|ServiceChannel|BreadcrumbList|ListItem|WebPage","39","1","15","img sem width/height: 15"
"/pombo.html","200 (estático)","sem noindex (indexável)","Controle de Pombos: Proteja Fachadas, Telhados e Condomínios | Bioforte","Pombos urbanos transmitem doenças e danificam construções. Conheça os riscos e o controle profissional de pombos da Bioforte, com técnicas que respeitam as normas ambientais.","Pombo","https://biofortecombr.vercel.app/pombo.html","Organization|LocalBusiness|PostalAddress|Service|Offer|BreadcrumbList|ListItem|FAQPage|Question|Answer","39","1","9","title longo; img sem width/height: 9"
"/pragas.html","200 (estático)","sem noindex (indexável)","Pragas Urbanas: Conheça, Identifique e Previna | Bioforte","Central de pragas urbanas: conheça as principais pragas, onde aparecem, sinais de infestação, riscos e formas de prevenção. Bioforte, 30 anos de experiência em Franca, Ribeirão Preto e Uberaba.","Pragas Urbanas: Conheça, Identifique e Previna","https://biofortecombr.vercel.app/pragas.html","Organization|WebPage|BreadcrumbList|ListItem","39","1","20","img sem width/height: 20"
"/pulga.html","200 (estático)","sem noindex (indexável)","Controle de Pulgas em Casa e no Ambiente | Bioforte","Pulgas infestam pisos, carpetes e animais de estimação. Saiba como eliminar o ciclo completo e solicite o controle profissional de pulgas com a Bioforte.","Pulga","https://biofortecombr.vercel.app/pulga.html","Organization|LocalBusiness|PostalAddress|Service|Offer|BreadcrumbList|ListItem|FAQPage|Question|Answer","39","1","9","img sem width/height: 9"
